"NUM_CORR_ACI";"COD_LOCAL_EVENTO_ACI";"NUM_TRAT_ACO_PAN";"MES";"AL_CAS";"GRAU";"TRAT";"S_MAX";"family"
"3108";493266;"OB1";1;201407;405;"AA";"C1";15;"AA-C1-15"
"3111";493352;"OB1";1;201407;416;"AA";"C1";15;"AA-C1-15"
"3120";493540;"OB1";1;201408;221;"AA";"C1";15;"AA-C1-15"
"3125";493614;"OB2";1;201408;523;"AA";"C1";15;"AA-C1-15"
"3127";493639;"OB1";1;201408;199;"AA";"C1";15;"AA-C1-15"
"3128";493641;"OB2";1;201408;320;"AA";"C1";15;"AA-C1-15"
"3143";493891;"OB2";1;201408;265;"AA";"C1";15;"AA-C1-15"
"3145";493932;"OB2";1;201408;326;"AA";"C1";15;"AA-C1-15"
"3171";590376;"OB1";1;201309;837;"AA";"C1";15;"AA-C1-15"
"3172";590382;"OB1";1;201309;368;"AA";"C1";15;"AA-C1-15"
"3179";590515;"OB1";1;201309;307;"AA";"C1";15;"AA-C1-15"
"3201";591141;"OB2";1;201310;373;"AA";"C1";15;"AA-C1-15"
"3246";592474;"OB2";1;201312;270;"AA";"C1";15;"AA-C1-15"
"3249";592594;"OB2";1;201312;664;"AA";"C1";15;"AA-C1-15"
"3258";592805;"OB1";1;201312;470;"AA";"C1";15;"AA-C1-15"
"3278";593255;"OB1";2;201401;252;"AA";"C1";15;"AA-C1-15"
"3293";593568;"OB1";1;201402;433;"AA";"C1";15;"AA-C1-15"
"3300";593742;"OB1";1;201402;125;"AA";"C1";15;"AA-C1-15"
"3312";594050;"OB2";1;201403;571;"AA";"C1";15;"AA-C1-15"
"3335";594607;"OB2";1;201403;175;"AA";"C1";15;"AA-C1-15"
"3380";595477;"OB2";1;201405;377;"AA";"C1";15;"AA-C1-15"
"3381";595483;"OB2";1;201405;310;"AA";"C1";15;"AA-C1-15"
"3406";596042;"OB2";1;201405;355;"AA";"C1";15;"AA-C1-15"
"3416";596127;"OB1";1;201406;575;"AA";"C1";15;"AA-C1-15"
"3443";596695;"OB2";1;201406;351;"AA";"C1";15;"AA-C1-15"
"3456";597067;"OB2";1;201407;587;"AA";"C1";15;"AA-C1-15"
"3457";597068;"OB1";1;201407;687;"AA";"C1";15;"AA-C1-15"
"3464";597264;"OB1";1;201407;814;"AA";"C1";15;"AA-C1-15"
"3469";597352;"OB1";1;201407;342;"AA";"C1";15;"AA-C1-15"
"3470";597354;"OB1";1;201407;179;"AA";"C1";15;"AA-C1-15"
"3471";597355;"OB2";1;201407;108;"AA";"C1";15;"AA-C1-15"
"3474";597422;"OB1";1;201407;569;"AA";"C1";15;"AA-C1-15"
"3475";597423;"OB2";1;201407;485;"AA";"C1";15;"AA-C1-15"
"3478";597531;"OB1";1;201408;469;"AA";"C1";15;"AA-C1-15"
"3484";597626;"OB2";1;201408;314;"AA";"C1";15;"AA-C1-15"
"3498";597892;"OB2";1;201408;660;"AA";"C1";15;"AA-C1-15"
"3499";597893;"OB1";1;201408;477;"AA";"C1";15;"AA-C1-15"
"3500";597898;"OB2";1;201408;154;"AA";"C1";15;"AA-C1-15"
"3522";486486;"OB2";1;201309;278;"AA";"C1";15;"AA-C1-15"
"3528";486572;"OB2";1;201309;723;"AA";"C1";15;"AA-C1-15"
"3530";486601;"OB1";1;201309;415;"AA";"C1";15;"AA-C1-15"
"3539";486764;"OB1";1;201309;101;"AA";"C1";15;"AA-C1-15"
"3542";486787;"OB1";1;201309;666;"AA";"C1";15;"AA-C1-15"
"3551";487041;"OB1";1;201310;671;"AA";"C1";15;"AA-C1-15"
"3594";488103;"OB2";1;201311;440;"AA";"C1";15;"AA-C1-15"
"3631";489036;"OB2";1;201401;696;"AA";"C1";15;"AA-C1-15"
"3632";489044;"OB2";1;201401;201;"AA";"C1";15;"AA-C1-15"
"3646";489236;"OB2";1;201401;607;"AA";"C1";15;"AA-C1-15"
"3647";489243;"OB1";1;201401;380;"AA";"C1";15;"AA-C1-15"
"3656";489423;"OB2";1;201401;513;"AA";"C1";15;"AA-C1-15"
"3657";489425;"OB2";1;201401;272;"AA";"C1";15;"AA-C1-15"
"3661";489495;"OB1";1;201401;394;"AA";"C1";15;"AA-C1-15"
"3681";490109;"OB1";1;201402;320;"AA";"C1";15;"AA-C1-15"
"3702";490514;"OB2";1;201403;401;"AA";"C1";15;"AA-C1-15"
"3732";491154;"OB1";1;201404;154;"AA";"C1";15;"AA-C1-15"
"3745";491759;"OB1";1;201405;132;"AA";"C1";15;"AA-C1-15"
"3763";492141;"OB1";1;201405;254;"AA";"C1";15;"AA-C1-15"
"3764";492188;"OB1";1;201405;511;"AA";"C1";15;"AA-C1-15"
"3769";492323;"OB2";1;201405;678;"AA";"C1";15;"AA-C1-15"
"3770";492393;"OB1";1;201406;593;"AA";"C1";15;"AA-C1-15"
"3773";492464;"OB2";NA;201406;0;"AA";"C1";15;"AA-C1-15"
"3774";492467;"OB2";1;201406;238;"AA";"C1";15;"AA-C1-15"
"3776";492512;"OB2";1;201406;339;"AA";"C1";15;"AA-C1-15"
"3837";493536;"OB2";1;201408;238;"AA";"C1";15;"AA-C1-15"
"3838";493537;"OB2";2;201408;443;"AA";"C1";15;"AA-C1-15"
"3856";493797;"OB1";1;201408;477;"AA";"C1";15;"AA-C1-15"
"3862";493884;"OB2";1;201408;430;"AA";"C1";15;"AA-C1-15"
"3869";493943;"OB2";1;201408;272;"AA";"C1";15;"AA-C1-15"
"3871";493976;"OB2";1;201408;205;"AA";"C1";15;"AA-C1-15"
"3910";590498;"OB2";1;201309;163;"AA";"C1";15;"AA-C1-15"
"3912";590576;"OB2";1;201309;151;"AA";"C1";15;"AA-C1-15"
"3933";591179;"OB1";NA;201310;0;"AA";"C1";15;"AA-C1-15"
"3955";591619;"OB1";2;201311;74;"AA";"C1";15;"AA-C1-15"
"3993";592473;"OB1";1;201312;255;"AA";"C1";15;"AA-C1-15"
"3994";592486;"OB2";1;201312;125;"AA";"C1";15;"AA-C1-15"
"3997";592596;"OB1";1;201312;468;"AA";"C1";15;"AA-C1-15"
"3998";592600;"OB1";1;201312;202;"AA";"C1";15;"AA-C1-15"
"4019";593235;"OB1";1;201401;316;"AA";"C1";15;"AA-C1-15"
"4021";593252;"OB1";1;201401;305;"AA";"C1";15;"AA-C1-15"
"4022";593254;"OB1";1;201401;267;"AA";"C1";15;"AA-C1-15"
"4025";593275;"OB2";1;201401;708;"AA";"C1";15;"AA-C1-15"
"4054";593901;"OB1";1;201402;162;"AA";"C1";15;"AA-C1-15"
"4094";594848;"OB1";1;201404;607;"AA";"C1";15;"AA-C1-15"
"4095";594849;"OB2";1;201404;359;"AA";"C1";15;"AA-C1-15"
"4109";595122;"OB1";1;201404;356;"AA";"C1";15;"AA-C1-15"
"4115";595204;"OB2";1;201404;96;"AA";"C1";15;"AA-C1-15"
"4125";595406;"OB2";1;201404;236;"AA";"C1";15;"AA-C1-15"
"4129";595478;"OB1";1;201405;531;"AA";"C1";15;"AA-C1-15"
"4131";595524;"OB1";1;201405;567;"AA";"C1";15;"AA-C1-15"
"4149";596120;"OB2";1;201406;271;"AA";"C1";15;"AA-C1-15"
"4209";597350;"OB1";1;201407;111;"AA";"C1";15;"AA-C1-15"
"4210";597372;"OB1";1;201407;200;"AA";"C1";15;"AA-C1-15"
"4224";597617;"OB2";1;201408;444;"AA";"C1";15;"AA-C1-15"
"4237";597929;"OB1";1;201408;604;"AA";"C1";15;"AA-C1-15"
"4264";486509;"OB2";1;201309;387;"AA";"C1";15;"AA-C1-15"
"4268";486570;"OB1";1;201309;269;"AA";"C1";15;"AA-C1-15"
"4273";486701;"OB1";1;201309;340;"AA";"C1";15;"AA-C1-15"
"4275";486772;"OB2";1;201309;711;"AA";"C1";15;"AA-C1-15"
"4276";486785;"OB2";1;201309;450;"AA";"C1";15;"AA-C1-15"
"4285";487024;"OB2";1;201310;675;"AA";"C1";15;"AA-C1-15"
"4297";487332;"OB2";1;201310;167;"AA";"C1";15;"AA-C1-15"
"4317";487835;"OB1";1;201311;749;"AA";"C1";15;"AA-C1-15"
"4350";488641;"OB2";1;201312;294;"AA";"C1";15;"AA-C1-15"
"4371";489265;"OB2";1;201401;191;"AA";"C1";15;"AA-C1-15"
"4381";489496;"OB2";1;201401;651;"AA";"C1";15;"AA-C1-15"
"4426";490513;"OB2";1;201403;754;"AA";"C1";15;"AA-C1-15"
"4455";491153;"OB2";1;201404;141;"AA";"C1";15;"AA-C1-15"
"4459";491243;"OB1";1;201404;588;"AA";"C1";15;"AA-C1-15"
"4482";491687;"OB1";1;201404;442;"AA";"C1";15;"AA-C1-15"
"4490";491800;"OB1";1;201405;640;"AA";"C1";15;"AA-C1-15"
"4493";491831;"OB2";1;201405;287;"AA";"C1";15;"AA-C1-15"
"4506";492148;"OB2";1;201405;309;"AA";"C1";15;"AA-C1-15"
"4520";492406;"OB1";1;201406;262;"AA";"C1";15;"AA-C1-15"
"4521";492410;"OB1";1;201406;151;"AA";"C1";15;"AA-C1-15"
"4522";492412;"OB2";1;201406;186;"AA";"C1";15;"AA-C1-15"
"4527";492479;"OB2";1;201406;70;"AA";"C1";15;"AA-C1-15"
"4535";492601;"OB1";1;201406;224;"AA";"C1";15;"AA-C1-15"
"4536";492606;"OB1";1;201406;239;"AA";"C1";15;"AA-C1-15"
"4555";492915;"OB1";1;201407;440;"AA";"C1";15;"AA-C1-15"
"4571";493253;"OB2";1;201407;187;"AA";"C1";15;"AA-C1-15"
"4572";493350;"OB1";1;201407;442;"AA";"C1";15;"AA-C1-15"
"4573";493354;"OB1";1;201407;367;"AA";"C1";15;"AA-C1-15"
"4585";493638;"OB1";1;201408;461;"AA";"C1";15;"AA-C1-15"
"4599";493885;"OB2";1;201408;301;"AA";"C1";15;"AA-C1-15"
"4603";493935;"OB2";1;201408;208;"AA";"C1";15;"AA-C1-15"
"4636";590410;"OB1";1;201309;241;"AA";"C1";15;"AA-C1-15"
"4644";590513;"OB2";1;201309;81;"AA";"C1";15;"AA-C1-15"
"4661";590832;"OB1";1;201310;628;"AA";"C1";15;"AA-C1-15"
"4669";591139;"OB1";1;201310;480;"AA";"C1";15;"AA-C1-15"
"4673";591172;"OB2";1;201310;241;"AA";"C1";15;"AA-C1-15"
"4700";592095;"OB2";1;201311;574;"AA";"C1";15;"AA-C1-15"
"4714";592475;"OB1";1;201312;217;"AA";"C1";15;"AA-C1-15"
"4715";592477;"OB1";1;201312;166;"AA";"C1";15;"AA-C1-15"
"4716";592478;"OB2";1;201312;493;"AA";"C1";15;"AA-C1-15"
"4726";592848;"OB2";1;201312;247;"AA";"C1";15;"AA-C1-15"
"4745";593237;"OB1";1;201401;433;"AA";"C1";15;"AA-C1-15"
"4755";593482;"OB1";1;201401;156;"AA";"C1";15;"AA-C1-15"
"4781";593900;"OB2";1;201402;306;"AA";"C1";15;"AA-C1-15"
"4782";593902;"OB2";1;201402;112;"AA";"C1";15;"AA-C1-15"
"4794";594164;"OB1";1;201403;207;"AA";"C1";15;"AA-C1-15"
"4806";594398;"OB1";1;201403;85;"AA";"C1";15;"AA-C1-15"
"4808";594425;"OB1";1;201403;242;"AA";"C1";15;"AA-C1-15"
"4810";594667;"OB2";1;201403;98;"AA";"C1";15;"AA-C1-15"
"4826";594933;"OB1";1;201404;445;"AA";"C1";15;"AA-C1-15"
"4835";595081;"OB2";1;201404;251;"AA";"C1";15;"AA-C1-15"
"4836";595205;"OB1";1;201404;141;"AA";"C1";15;"AA-C1-15"
"4846";595407;"OB2";1;201404;291;"AA";"C1";15;"AA-C1-15"
"4856";595757;"OB1";1;201405;201;"AA";"C1";15;"AA-C1-15"
"4866";596038;"OB2";2;201405;807;"AA";"C1";15;"AA-C1-15"
"4867";596044;"OB1";1;201405;511;"AA";"C1";15;"AA-C1-15"
"4876";596123;"OB2";1;201406;265;"AA";"C1";15;"AA-C1-15"
"4895";596361;"OB1";1;201406;396;"AA";"C1";15;"AA-C1-15"
"4904";596478;"OB2";1;201406;298;"AA";"C1";15;"AA-C1-15"
"4913";596650;"OB1";1;201406;339;"AA";"C1";15;"AA-C1-15"
"4914";596653;"OB1";1;201406;161;"AA";"C1";15;"AA-C1-15"
"4942";597094;"OB2";1;201407;231;"AA";"C1";15;"AA-C1-15"
"4948";597260;"OB2";1;201407;352;"AA";"C1";15;"AA-C1-15"
"4949";597261;"OB1";1;201407;344;"AA";"C1";15;"AA-C1-15"
"4950";597262;"OB1";1;201407;264;"AA";"C1";15;"AA-C1-15"
"4951";597263;"OB2";1;201407;252;"AA";"C1";15;"AA-C1-15"
"4957";597303;"OB1";1;201407;495;"AA";"C1";15;"AA-C1-15"
"4975";597627;"OB1";1;201408;329;"AA";"C1";15;"AA-C1-15"
"4977";597773;"OB2";1;201408;625;"AA";"C1";15;"AA-C1-15"
"4978";597776;"OB2";1;201408;683;"AA";"C1";15;"AA-C1-15"
"5012";486683;"OB2";1;201309;268;"AA";"C1";15;"AA-C1-15"
"5013";486687;"OB2";1;201309;394;"AA";"C1";15;"AA-C1-15"
"5026";487026;"OB2";1;201310;841;"AA";"C1";15;"AA-C1-15"
"5041";487327;"OB2";1;201310;563;"AA";"C1";15;"AA-C1-15"
"5063";487769;"OB1";2;201311;141;"AA";"C1";15;"AA-C1-15"
"5069";487958;"OB1";1;201311;254;"AA";"C1";15;"AA-C1-15"
"5073";488098;"OB1";1;201311;769;"AA";"C1";15;"AA-C1-15"
"5085";488326;"OB2";1;201311;732;"AA";"C1";15;"AA-C1-15"
"5086";488331;"OB2";1;201311;276;"AA";"C1";15;"AA-C1-15"
"5107";488863;"OB2";1;201312;656;"AA";"C1";15;"AA-C1-15"
"5119";489042;"OB2";1;201401;490;"AA";"C1";15;"AA-C1-15"
"5128";489238;"OB2";1;201401;483;"AA";"C1";15;"AA-C1-15"
"5138";489498;"OB1";1;201401;358;"AA";"C1";15;"AA-C1-15"
"5146";489957;"OB2";1;201402;617;"AA";"C1";15;"AA-C1-15"
"5154";490150;"OB2";1;201402;268;"AA";"C1";15;"AA-C1-15"
"5160";490204;"OB2";1;201402;301;"AA";"C1";15;"AA-C1-15"
"5171";490511;"OB1";1;201403;245;"AA";"C1";15;"AA-C1-15"
"5207";491162;"OB2";1;201404;360;"AA";"C1";15;"AA-C1-15"
"5218";491363;"OB2";1;201404;346;"AA";"C1";15;"AA-C1-15"
"5221";491396;"OB2";1;201404;359;"AA";"C1";15;"AA-C1-15"
"5235";491807;"OB1";1;201405;411;"AA";"C1";15;"AA-C1-15"
"5248";492011;"OB2";1;201405;220;"AA";"C1";15;"AA-C1-15"
"5265";492416;"OB2";1;201406;625;"AA";"C1";15;"AA-C1-15"
"5266";492417;"OB1";1;201406;139;"AA";"C1";15;"AA-C1-15"
"5276";492574;"OB2";1;201406;486;"AA";"C1";15;"AA-C1-15"
"5278";492605;"OB1";1;201406;235;"AA";"C1";15;"AA-C1-15"
"5282";492727;"OB1";NA;201406;0;"AA";"C1";15;"AA-C1-15"
"5290";493025;"OB2";1;201407;233;"AA";"C1";15;"AA-C1-15"
"5302";493372;"OB1";1;201407;486;"AA";"C1";15;"AA-C1-15"
"5313";493514;"OB1";1;201408;245;"AA";"C1";15;"AA-C1-15"
"5321";493637;"OB1";1;201408;352;"AA";"C1";15;"AA-C1-15"
"5361";590416;"OB2";1;201309;410;"AA";"C1";15;"AA-C1-15"
"5371";590512;"OB1";1;201309;126;"AA";"C1";15;"AA-C1-15"
"5376";590575;"OB1";1;201309;348;"AA";"C1";15;"AA-C1-15"
"5378";590580;"OB2";1;201309;112;"AA";"C1";15;"AA-C1-15"
"5386";590822;"OB1";1;201310;355;"AA";"C1";15;"AA-C1-15"
"5391";591142;"OB2";1;201310;182;"AA";"C1";15;"AA-C1-15"
"5406";591737;"OB1";1;201311;781;"AA";"C1";15;"AA-C1-15"
"5423";592101;"OB1";1;201311;360;"AA";"C1";15;"AA-C1-15"
"5424";592103;"OB1";1;201311;136;"AA";"C1";15;"AA-C1-15"
"5451";592598;"OB1";1;201312;290;"AA";"C1";15;"AA-C1-15"
"5456";592757;"OB1";1;201312;651;"AA";"C1";15;"AA-C1-15"
"5461";592897;"OB2";1;201312;322;"AA";"C1";15;"AA-C1-15"
"5470";593038;"OB1";1;201401;561;"AA";"C1";15;"AA-C1-15"
"5482";593239;"OB2";1;201401;340;"AA";"C1";15;"AA-C1-15"
"5492";593481;"OB2";1;201401;364;"AA";"C1";15;"AA-C1-15"
"5544";594741;"OB2";1;201404;423;"AA";"C1";15;"AA-C1-15"
"5549";594838;"OB2";1;201404;150;"AA";"C1";15;"AA-C1-15"
"5560";595079;"OB1";1;201404;610;"AA";"C1";15;"AA-C1-15"
"5562";595100;"OB2";1;201404;85;"AA";"C1";15;"AA-C1-15"
"5563";595101;"OB2";1;201404;138;"AA";"C1";15;"AA-C1-15"
"5564";595110;"OB2";1;201404;644;"AA";"C1";15;"AA-C1-15"
"5579";595523;"OB2";1;201405;507;"AA";"C1";15;"AA-C1-15"
"5580";595529;"OB2";1;201405;444;"AA";"C1";15;"AA-C1-15"
"5586";595621;"OB2";1;201405;291;"AA";"C1";15;"AA-C1-15"
"5591";595759;"OB2";1;201405;348;"AA";"C1";15;"AA-C1-15"
"5605";596102;"OB1";1;201406;186;"AA";"C1";15;"AA-C1-15"
"5606";596132;"OB2";1;201406;335;"AA";"C1";15;"AA-C1-15"
"5610";596164;"OB1";1;201406;305;"AA";"C1";15;"AA-C1-15"
"5618";596477;"OB1";1;201406;377;"AA";"C1";15;"AA-C1-15"
"5629";596651;"OB2";1;201406;274;"AA";"C1";15;"AA-C1-15"
"5630";596652;"OB1";1;201406;330;"AA";"C1";15;"AA-C1-15"
"5637";596787;"OB1";1;201407;382;"AA";"C1";15;"AA-C1-15"
"5666";597353;"OB2";1;201407;188;"AA";"C1";15;"AA-C1-15"
"5680";597625;"OB2";1;201408;446;"AA";"C1";15;"AA-C1-15"
"5681";597628;"OB1";1;201408;553;"AA";"C1";15;"AA-C1-15"
"5687";597766;"OB1";1;201408;309;"AA";"C1";15;"AA-C1-15"
"5688";597775;"OB2";1;201408;682;"AA";"C1";15;"AA-C1-15"
"5692";597856;"OB1";1;201408;362;"AA";"C1";15;"AA-C1-15"
"5700";597963;"OB1";1;201408;341;"AA";"C1";15;"AA-C1-15"
"22";486770;"OB1";1;201309;210;"AA";"C1";20;"AA-C1-20"
"73";488294;"OB2";1;201311;438;"AA";"C1";20;"AA-C1-20"
"75";488332;"OB2";1;201311;374;"AA";"C1";20;"AA-C1-20"
"76";488333;"OB2";1;201311;731;"AA";"C1";20;"AA-C1-20"
"174";490741;"OB2";1;201403;596;"AA";"C1";20;"AA-C1-20"
"175";490752;"OB2";1;201403;206;"AA";"C1";20;"AA-C1-20"
"192";491050;"OB2";1;201403;304;"AA";"C1";20;"AA-C1-20"
"194";491084;"OB1";2;201404;128;"AA";"C1";20;"AA-C1-20"
"195";491087;"OB2";1;201404;951;"AA";"C1";20;"AA-C1-20"
"249";492251;"OB2";1;201405;268;"AA";"C1";20;"AA-C1-20"
"253";492381;"OB2";1;201405;346;"AA";"C1";20;"AA-C1-20"
"263";492531;"OB2";1;201406;233;"AA";"C1";20;"AA-C1-20"
"264";492537;"OB1";1;201406;593;"AA";"C1";20;"AA-C1-20"
"271";492675;"OB1";1;201406;647;"AA";"C1";20;"AA-C1-20"
"272";492684;"OB2";1;201406;229;"AA";"C1";20;"AA-C1-20"
"281";492850;"OB2";1;201406;170;"AA";"C1";20;"AA-C1-20"
"300";493332;"OB1";NA;201407;0;"AA";"C1";20;"AA-C1-20"
"312";493683;"OB1";1;201408;606;"AA";"C1";20;"AA-C1-20"
"336";493989;"OB1";1;201408;430;"AA";"C1";20;"AA-C1-20"
"352";590075;"OB1";1;201309;210;"AA";"C1";20;"AA-C1-20"
"358";590262;"OB2";1;201309;131;"AA";"C1";20;"AA-C1-20"
"363";590366;"OB2";1;201309;233;"AA";"C1";20;"AA-C1-20"
"373";590616;"OB1";1;201309;149;"AA";"C1";20;"AA-C1-20"
"379";590770;"OB2";1;201310;380;"AA";"C1";20;"AA-C1-20"
"403";591645;"OB2";1;201311;379;"AA";"C1";20;"AA-C1-20"
"451";592634;"OB1";1;201312;769;"AA";"C1";20;"AA-C1-20"
"459";592865;"OB1";1;201312;216;"AA";"C1";20;"AA-C1-20"
"489";593328;"OB1";1;201401;552;"AA";"C1";20;"AA-C1-20"
"509";593670;"OB1";1;201402;298;"AA";"C1";20;"AA-C1-20"
"530";594421;"OB2";1;201403;185;"AA";"C1";20;"AA-C1-20"
"538";594658;"OB2";1;201403;174;"AA";"C1";20;"AA-C1-20"
"542";594718;"OB1";1;201403;288;"AA";"C1";20;"AA-C1-20"
"544";594769;"OB2";1;201404;367;"AA";"C1";20;"AA-C1-20"
"551";594927;"OB1";1;201404;653;"AA";"C1";20;"AA-C1-20"
"573";595371;"OB1";1;201404;572;"AA";"C1";20;"AA-C1-20"
"575";595545;"OB1";1;201405;185;"AA";"C1";20;"AA-C1-20"
"594";595871;"OB1";1;201405;342;"AA";"C1";20;"AA-C1-20"
"596";595981;"OB1";1;201405;280;"AA";"C1";20;"AA-C1-20"
"598";596077;"OB1";1;201405;579;"AA";"C1";20;"AA-C1-20"
"627";596685;"OB2";1;201406;710;"AA";"C1";20;"AA-C1-20"
"683";597670;"OB2";1;201408;272;"AA";"C1";20;"AA-C1-20"
"694";597820;"OB1";1;201408;704;"AA";"C1";20;"AA-C1-20"
"695";597823;"OB1";1;201408;448;"AA";"C1";20;"AA-C1-20"
"731";486839;"OB1";1;201309;317;"AA";"C1";20;"AA-C1-20"
"732";486867;"OB2";1;201309;124;"AA";"C1";20;"AA-C1-20"
"739";487144;"OB2";1;201310;909;"AA";"C1";20;"AA-C1-20"
"748";487334;"OB2";1;201310;363;"AA";"C1";20;"AA-C1-20"
"757";487570;"OB1";1;201310;316;"AA";"C1";20;"AA-C1-20"
"780";488299;"OB2";1;201311;309;"AA";"C1";20;"AA-C1-20"
"793";488626;"OB2";1;201312;766;"AA";"C1";20;"AA-C1-20"
"822";489309;"OB1";1;201401;336;"AA";"C1";20;"AA-C1-20"
"823";489313;"OB2";1;201401;522;"AA";"C1";20;"AA-C1-20"
"863";490280;"OB2";1;201402;127;"AA";"C1";20;"AA-C1-20"
"864";490281;"OB2";1;201402;436;"AA";"C1";20;"AA-C1-20"
"881";490656;"OB1";1;201403;574;"AA";"C1";20;"AA-C1-20"
"899";491048;"OB2";1;201403;774;"AA";"C1";20;"AA-C1-20"
"901";491080;"OB1";1;201404;748;"AA";"C1";20;"AA-C1-20"
"913";491404;"OB1";1;201404;156;"AA";"C1";20;"AA-C1-20"
"932";491823;"OB1";1;201405;292;"AA";"C1";20;"AA-C1-20"
"935";491903;"OB1";1;201405;264;"AA";"C1";20;"AA-C1-20"
"944";492257;"OB1";1;201405;151;"AA";"C1";20;"AA-C1-20"
"945";492267;"OB1";1;201405;658;"AA";"C1";20;"AA-C1-20"
"958";492493;"OB2";1;201406;154;"AA";"C1";20;"AA-C1-20"
"959";492500;"OB1";1;201406;433;"AA";"C1";20;"AA-C1-20"
"964";492680;"OB2";1;201406;491;"AA";"C1";20;"AA-C1-20"
"973";492783;"OB2";1;201406;292;"AA";"C1";20;"AA-C1-20"
"975";492847;"OB2";1;201406;452;"AA";"C1";20;"AA-C1-20"
"986";493196;"OB2";1;201407;426;"AA";"C1";20;"AA-C1-20"
"1005";493510;"OB1";1;201408;528;"AA";"C1";20;"AA-C1-20"
"1067";590668;"OB1";1;201309;380;"AA";"C1";20;"AA-C1-20"
"1074";590772;"OB2";NA;201310;0;"AA";"C1";20;"AA-C1-20"
"1075";590773;"OB1";1;201310;521;"AA";"C1";20;"AA-C1-20"
"1082";590950;"OB2";1;201310;442;"AA";"C1";20;"AA-C1-20"
"1113";591641;"OB2";1;201311;550;"AA";"C1";20;"AA-C1-20"
"1130";592088;"OB2";1;201311;322;"AA";"C1";20;"AA-C1-20"
"1150";592382;"OB1";1;201312;511;"AA";"C1";20;"AA-C1-20"
"1165";592871;"OB2";1;201312;507;"AA";"C1";20;"AA-C1-20"
"1211";593668;"OB1";1;201402;167;"AA";"C1";20;"AA-C1-20"
"1257";594559;"OB2";1;201403;286;"AA";"C1";20;"AA-C1-20"
"1260";594721;"OB1";1;201403;532;"AA";"C1";20;"AA-C1-20"
"1323";596090;"OB2";1;201405;406;"AA";"C1";20;"AA-C1-20"
"1337";596187;"OB1";1;201406;184;"AA";"C1";20;"AA-C1-20"
"1338";596188;"OB1";1;201406;624;"AA";"C1";20;"AA-C1-20"
"1339";596192;"OB1";1;201406;514;"AA";"C1";20;"AA-C1-20"
"1341";596208;"OB1";1;201406;307;"AA";"C1";20;"AA-C1-20"
"1343";596220;"OB2";1;201406;550;"AA";"C1";20;"AA-C1-20"
"1409";597669;"OB2";1;201408;360;"AA";"C1";20;"AA-C1-20"
"1427";597930;"OB1";1;201408;300;"AA";"C1";20;"AA-C1-20"
"1428";597961;"OB2";1;201408;437;"AA";"C1";20;"AA-C1-20"
"1464";486867;"OB2";2;201309;758;"AA";"C1";20;"AA-C1-20"
"1468";486966;"OB1";1;201310;479;"AA";"C1";20;"AA-C1-20"
"1474";487147;"OB1";1;201310;402;"AA";"C1";20;"AA-C1-20"
"1487";487366;"OB1";1;201310;155;"AA";"C1";20;"AA-C1-20"
"1513";487943;"OB2";1;201311;562;"AA";"C1";20;"AA-C1-20"
"1544";488840;"OB2";1;201312;1011;"AA";"C1";20;"AA-C1-20"
"1576";489324;"OB2";1;201401;1022;"AA";"C1";20;"AA-C1-20"
"1580";489416;"OB2";1;201401;508;"AA";"C1";20;"AA-C1-20"
"1614";490278;"OB2";1;201402;586;"AA";"C1";20;"AA-C1-20"
"1636";490891;"OB1";2;201403;551;"AA";"C1";20;"AA-C1-20"
"1660";491401;"OB2";1;201404;469;"AA";"C1";20;"AA-C1-20"
"1681";492139;"OB1";1;201405;226;"AA";"C1";20;"AA-C1-20"
"1683";492237;"OB1";1;201405;991;"AA";"C1";20;"AA-C1-20"
"1684";492259;"OB1";1;201405;131;"AA";"C1";20;"AA-C1-20"
"1685";492260;"OB1";1;201405;467;"AA";"C1";20;"AA-C1-20"
"1686";492261;"OB1";1;201405;317;"AA";"C1";20;"AA-C1-20"
"1687";492262;"OB2";1;201405;549;"AA";"C1";20;"AA-C1-20"
"1690";492383;"OB2";1;201406;399;"AA";"C1";20;"AA-C1-20"
"1695";492494;"OB2";1;201406;135;"AA";"C1";20;"AA-C1-20"
"1698";492523;"OB2";1;201406;690;"AA";"C1";20;"AA-C1-20"
"1699";492538;"OB1";1;201406;615;"AA";"C1";20;"AA-C1-20"
"1706";492677;"OB1";1;201406;485;"AA";"C1";20;"AA-C1-20"
"1715";492845;"OB2";1;201406;675;"AA";"C1";20;"AA-C1-20"
"1747";493331;"OB2";1;201407;697;"AA";"C1";20;"AA-C1-20"
"1810";590659;"OB1";1;201309;637;"AA";"C1";20;"AA-C1-20"
"1820";591000;"OB2";1;201310;160;"AA";"C1";20;"AA-C1-20"
"1847";591644;"OB2";1;201311;519;"AA";"C1";20;"AA-C1-20"
"1856";591971;"OB1";1;201311;438;"AA";"C1";20;"AA-C1-20"
"1903";593132;"OB2";1;201401;231;"AA";"C1";20;"AA-C1-20"
"1916";593401;"OB1";1;201401;473;"AA";"C1";20;"AA-C1-20"
"1929";593667;"OB2";1;201402;226;"AA";"C1";20;"AA-C1-20"
"1965";594555;"OB1";1;201403;262;"AA";"C1";20;"AA-C1-20"
"1966";594557;"OB1";1;201403;289;"AA";"C1";20;"AA-C1-20"
"1968";594585;"OB2";1;201403;268;"AA";"C1";20;"AA-C1-20"
"1970";594660;"OB2";1;201403;321;"AA";"C1";20;"AA-C1-20"
