"NUM_CORR_ACI";"COD_LOCAL_EVENTO_ACI";"NUM_TRAT_ACO_PAN";"MES";"AL_CAS";"GRAU";"TRAT";"S_MAX";"family"
"5565";595210;"OB1";1;201404;191;"AS";"C1";8;"AS-C1-8"
"5592";595791;"OB1";1;201405;150;"AS";"C1";8;"AS-C1-8"
"5594";595940;"OB2";1;201405;295;"AS";"C1";8;"AS-C1-8"
"5614";596258;"OB1";1;201406;414;"AS";"C1";8;"AS-C1-8"
"5633";596722;"OB1";1;201406;333;"AS";"C1";8;"AS-C1-8"
"5634";596724;"OB1";1;201406;437;"AS";"C1";8;"AS-C1-8"
"5635";596726;"OB1";1;201406;209;"AS";"C1";8;"AS-C1-8"
"7";486446;"OB2";1;201309;232;"AS";"C1";9;"AS-C1-9"
"19";486665;"OB1";1;201309;0;"AS";"C1";9;"AS-C1-9"
"90";488549;"OB1";1;201312;282;"AS";"C1";9;"AS-C1-9"
"104";488941;"OB1";1;201401;203;"AS";"C1";9;"AS-C1-9"
"116";489153;"OB1";1;201401;397;"AS";"C1";9;"AS-C1-9"
"133";489491;"OB2";1;201401;427;"AS";"C1";9;"AS-C1-9"
"144";490057;"OB1";1;201402;100;"AS";"C1";9;"AS-C1-9"
"145";490058;"OB1";2;201402;94;"AS";"C1";9;"AS-C1-9"
"158";490298;"OB1";1;201402;187;"AS";"C1";9;"AS-C1-9"
"167";490569;"OB2";1;201403;238;"AS";"C1";9;"AS-C1-9"
"168";490570;"OB2";1;201403;396;"AS";"C1";9;"AS-C1-9"
"173";490710;"OB2";1;201403;99;"AS";"C1";9;"AS-C1-9"
"185";490967;"OB2";1;201403;429;"AS";"C1";9;"AS-C1-9"
"186";490968;"OB1";NA;201403;0;"AS";"C1";9;"AS-C1-9"
"187";490969;"OB2";1;201403;297;"AS";"C1";9;"AS-C1-9"
"197";491140;"OB1";1;201404;245;"AS";"C1";9;"AS-C1-9"
"198";491141;"OB2";2;201404;81;"AS";"C1";9;"AS-C1-9"
"226";491706;"OB2";2;201404;127;"AS";"C1";9;"AS-C1-9"
"240";491998;"OB1";1;201405;286;"AS";"C1";9;"AS-C1-9"
"243";492017;"OB2";1;201405;15;"AS";"C1";9;"AS-C1-9"
"259";492428;"OB1";1;201406;142;"AS";"C1";9;"AS-C1-9"
"270";492656;"OB2";1;201406;350;"AS";"C1";9;"AS-C1-9"
"277";492812;"OB2";1;201406;305;"AS";"C1";9;"AS-C1-9"
"284";492869;"OB1";1;201406;175;"AS";"C1";9;"AS-C1-9"
"303";493451;"OB2";1;201408;221;"AS";"C1";9;"AS-C1-9"
"313";493712;"OB2";1;201408;154;"AS";"C1";9;"AS-C1-9"
"315";493718;"OB2";1;201408;303;"AS";"C1";9;"AS-C1-9"
"359";590265;"OB1";1;201309;346;"AS";"C1";9;"AS-C1-9"
"360";590268;"OB1";1;201309;106;"AS";"C1";9;"AS-C1-9"
"377";590736;"OB1";1;201309;240;"AS";"C1";9;"AS-C1-9"
"384";590873;"OB2";1;201310;184;"AS";"C1";9;"AS-C1-9"
"388";591046;"OB2";1;201310;143;"AS";"C1";9;"AS-C1-9"
"395";591303;"OB1";1;201310;139;"AS";"C1";9;"AS-C1-9"
"402";591631;"OB1";1;201311;220;"AS";"C1";9;"AS-C1-9"
"404";591704;"OB1";1;201311;146;"AS";"C1";9;"AS-C1-9"
"406";591714;"OB2";1;201311;81;"AS";"C1";9;"AS-C1-9"
"426";592213;"OB1";1;201312;228;"AS";"C1";9;"AS-C1-9"
"428";592240;"OB2";1;201312;244;"AS";"C1";9;"AS-C1-9"
"457";592730;"OB2";1;201312;345;"AS";"C1";9;"AS-C1-9"
"483";593196;"OB1";1;201401;132;"AS";"C1";9;"AS-C1-9"
"484";593199;"OB1";1;201401;227;"AS";"C1";9;"AS-C1-9"
"485";593261;"OB1";1;201401;21;"AS";"C1";9;"AS-C1-9"
"521";594089;"OB2";1;201403;121;"AS";"C1";9;"AS-C1-9"
"522";594205;"OB1";1;201403;136;"AS";"C1";9;"AS-C1-9"
"523";594258;"OB1";1;201403;128;"AS";"C1";9;"AS-C1-9"
"526";594337;"OB1";1;201403;480;"AS";"C1";9;"AS-C1-9"
"554";594982;"OB1";1;201404;39;"AS";"C1";9;"AS-C1-9"
"562";595157;"OB2";1;201404;211;"AS";"C1";9;"AS-C1-9"
"567";595256;"OB1";1;201404;72;"AS";"C1";9;"AS-C1-9"
"587";595765;"OB1";1;201405;37;"AS";"C1";9;"AS-C1-9"
"608";596251;"OB2";1;201406;216;"AS";"C1";9;"AS-C1-9"
"619";596505;"OB1";1;201406;153;"AS";"C1";9;"AS-C1-9"
"620";596508;"OB2";1;201406;190;"AS";"C1";9;"AS-C1-9"
"623";596597;"OB2";1;201406;195;"AS";"C1";9;"AS-C1-9"
"642";596955;"OB1";1;201407;92;"AS";"C1";9;"AS-C1-9"
"655";597212;"OB1";1;201407;263;"AS";"C1";9;"AS-C1-9"
"681";597649;"OB2";1;201408;322;"AS";"C1";9;"AS-C1-9"
"685";597721;"OB2";1;201408;191;"AS";"C1";9;"AS-C1-9"
"691";597771;"OB1";1;201408;184;"AS";"C1";9;"AS-C1-9"
"710";486366;"OB2";1;201309;200;"AS";"C1";9;"AS-C1-9"
"722";486660;"OB2";1;201309;157;"AS";"C1";9;"AS-C1-9"
"745";487271;"OB2";1;201310;391;"AS";"C1";9;"AS-C1-9"
"755";487510;"OB2";1;201310;106;"AS";"C1";9;"AS-C1-9"
"767";487875;"OB2";1;201311;242;"AS";"C1";9;"AS-C1-9"
"790";488555;"OB2";1;201312;197;"AS";"C1";9;"AS-C1-9"
"805";488905;"OB2";1;201401;272;"AS";"C1";9;"AS-C1-9"
"807";488946;"OB2";1;201401;305;"AS";"C1";9;"AS-C1-9"
"819";489250;"OB1";1;201401;288;"AS";"C1";9;"AS-C1-9"
"840";489751;"OB1";1;201402;209;"AS";"C1";9;"AS-C1-9"
"852";490064;"OB2";1;201402;152;"AS";"C1";9;"AS-C1-9"
"887";490798;"OB1";1;201403;92;"AS";"C1";9;"AS-C1-9"
"907";491290;"OB1";1;201404;176;"AS";"C1";9;"AS-C1-9"
"916";491435;"OB1";1;201404;267;"AS";"C1";9;"AS-C1-9"
"917";491438;"OB1";1;201404;126;"AS";"C1";9;"AS-C1-9"
"923";491528;"OB1";1;201404;106;"AS";"C1";9;"AS-C1-9"
"930";491708;"OB2";1;201404;201;"AS";"C1";9;"AS-C1-9"
"938";491972;"OB1";1;201405;254;"AS";"C1";9;"AS-C1-9"
"942";492175;"OB2";1;201405;113;"AS";"C1";9;"AS-C1-9"
"963";492571;"OB1";1;201406;122;"AS";"C1";9;"AS-C1-9"
"970";492751;"OB1";1;201406;0;"AS";"C1";9;"AS-C1-9"
"971";492753;"OB1";1;201406;193;"AS";"C1";9;"AS-C1-9"
"977";492870;"OB1";1;201406;139;"AS";"C1";9;"AS-C1-9"
"987";493207;"OB1";1;201407;284;"AS";"C1";9;"AS-C1-9"
"991";493238;"OB1";1;201407;218;"AS";"C1";9;"AS-C1-9"
"996";493364;"OB1";1;201407;164;"AS";"C1";9;"AS-C1-9"
"997";493367;"OB1";1;201407;189;"AS";"C1";9;"AS-C1-9"
"1013";493661;"OB1";1;201408;412;"AS";"C1";9;"AS-C1-9"
"1016";493723;"OB1";1;201408;477;"AS";"C1";9;"AS-C1-9"
"1025";494003;"OB2";1;201408;434;"AS";"C1";9;"AS-C1-9"
"1026";494004;"OB1";1;201408;496;"AS";"C1";9;"AS-C1-9"
"1030";494033;"OB1";1;201408;167;"AS";"C1";9;"AS-C1-9"
"1032";590040;"OB2";1;201309;231;"AS";"C1";9;"AS-C1-9"
"1040";590229;"OB1";1;201309;220;"AS";"C1";9;"AS-C1-9"
"1041";590232;"OB2";1;201309;398;"AS";"C1";9;"AS-C1-9"
"1058";590476;"OB1";1;201309;49;"AS";"C1";9;"AS-C1-9"
"1073";590769;"OB2";1;201310;44;"AS";"C1";9;"AS-C1-9"
"1084";590987;"OB1";2;201310;435;"AS";"C1";9;"AS-C1-9"
"1104";591302;"OB1";1;201310;123;"AS";"C1";9;"AS-C1-9"
"1105";591304;"OB1";1;201310;202;"AS";"C1";9;"AS-C1-9"
"1147";592315;"OB1";1;201312;225;"AS";"C1";9;"AS-C1-9"
"1190";593264;"OB1";1;201401;146;"AS";"C1";9;"AS-C1-9"
"1191";593266;"OB2";1;201401;84;"AS";"C1";9;"AS-C1-9"
"1199";593471;"OB2";1;201401;91;"AS";"C1";9;"AS-C1-9"
"1214";593725;"OB2";1;201402;231;"AS";"C1";9;"AS-C1-9"
"1215";593729;"OB2";1;201402;35;"AS";"C1";9;"AS-C1-9"
"1216";593730;"OB2";1;201402;81;"AS";"C1";9;"AS-C1-9"
"1275";594976;"OB2";1;201404;190;"AS";"C1";9;"AS-C1-9"
"1276";594982;"OB1";2;201404;56;"AS";"C1";9;"AS-C1-9"
"1281";595142;"OB2";1;201404;216;"AS";"C1";9;"AS-C1-9"
"1287";595332;"OB2";1;201404;176;"AS";"C1";9;"AS-C1-9"
"1301";595659;"OB2";1;201405;112;"AS";"C1";9;"AS-C1-9"
"1313";595942;"OB2";1;201405;188;"AS";"C1";9;"AS-C1-9"
"1376";597148;"OB2";1;201407;184;"AS";"C1";9;"AS-C1-9"
"1377";597151;"OB2";1;201407;314;"AS";"C1";9;"AS-C1-9"
"1378";597167;"OB1";1;201407;158;"AS";"C1";9;"AS-C1-9"
"1379";597197;"OB1";1;201407;257;"AS";"C1";9;"AS-C1-9"
"1383";597319;"OB2";1;201407;352;"AS";"C1";9;"AS-C1-9"
"1402";597598;"OB2";1;201408;81;"AS";"C1";9;"AS-C1-9"
"1408";597648;"OB2";1;201408;77;"AS";"C1";9;"AS-C1-9"
"1412";597768;"OB1";NA;201408;0;"AS";"C1";9;"AS-C1-9"
"1424";597908;"OB1";1;201408;403;"AS";"C1";9;"AS-C1-9"
"1436";486284;"OB1";1;201309;123;"AS";"C1";9;"AS-C1-9"
"1444";486420;"OB2";1;201309;205;"AS";"C1";9;"AS-C1-9"
"1445";486425;"OB1";1;201309;168;"AS";"C1";9;"AS-C1-9"
"1478";487178;"OB2";1;201310;132;"AS";"C1";9;"AS-C1-9"
"1488";487391;"OB2";1;201310;25;"AS";"C1";9;"AS-C1-9"
"1498";487505;"OB1";1;201310;73;"AS";"C1";9;"AS-C1-9"
"1510";487930;"OB1";1;201311;45;"AS";"C1";9;"AS-C1-9"
"1511";487930;"OB1";2;201311;242;"AS";"C1";9;"AS-C1-9"
"1512";487936;"OB1";1;201311;99;"AS";"C1";9;"AS-C1-9"
"1532";488477;"OB1";1;201312;349;"AS";"C1";9;"AS-C1-9"
"1571";489223;"OB1";1;201401;40;"AS";"C1";9;"AS-C1-9"
"1599";490060;"OB2";1;201402;246;"AS";"C1";9;"AS-C1-9"
"1600";490061;"OB1";1;201402;214;"AS";"C1";9;"AS-C1-9"
"1602";490094;"OB2";1;201402;162;"AS";"C1";9;"AS-C1-9"
"1610";490178;"OB2";1;201402;265;"AS";"C1";9;"AS-C1-9"
"1619";490324;"OB1";1;201402;325;"AS";"C1";9;"AS-C1-9"
"1627";490568;"OB1";1;201403;184;"AS";"C1";9;"AS-C1-9"
"1628";490571;"OB1";1;201403;382;"AS";"C1";9;"AS-C1-9"
"1630";490613;"OB1";1;201403;211;"AS";"C1";9;"AS-C1-9"
"1667";491705;"OB1";1;201404;272;"AS";"C1";9;"AS-C1-9"
"1682";492173;"OB2";1;201405;281;"AS";"C1";9;"AS-C1-9"
"1701";492569;"OB1";1;201406;252;"AS";"C1";9;"AS-C1-9"
"1717";492860;"OB2";1;201406;402;"AS";"C1";9;"AS-C1-9"
"1740";493238;"OB1";2;201407;249;"AS";"C1";9;"AS-C1-9"
"1748";493366;"OB1";1;201407;209;"AS";"C1";9;"AS-C1-9"
"1786";494051;"OB2";1;201408;104;"AS";"C1";9;"AS-C1-9"
"1792";590131;"OB2";NA;201309;0;"AS";"C1";9;"AS-C1-9"
"1794";590257;"OB1";1;201309;236;"AS";"C1";9;"AS-C1-9"
"1795";590266;"OB1";1;201309;125;"AS";"C1";9;"AS-C1-9"
"1872";592179;"OB1";1;201312;172;"AS";"C1";9;"AS-C1-9"
"1879";592309;"OB2";1;201312;303;"AS";"C1";9;"AS-C1-9"
"1930";593715;"OB2";1;201402;207;"AS";"C1";9;"AS-C1-9"
"1950";594214;"OB1";1;201403;101;"AS";"C1";9;"AS-C1-9"
"1954";594338;"OB1";NA;201403;0;"AS";"C1";9;"AS-C1-9"
"1969";594633;"OB1";1;201403;231;"AS";"C1";9;"AS-C1-9"
"2000";595404;"OB1";2;201404;201;"AS";"C1";9;"AS-C1-9"
"2004";595489;"OB2";1;201405;183;"AS";"C1";9;"AS-C1-9"
"2015";595764;"OB1";1;201405;19;"AS";"C1";9;"AS-C1-9"
"2017";595824;"OB1";1;201405;40;"AS";"C1";9;"AS-C1-9"
"2049";596499;"OB1";1;201406;365;"AS";"C1";9;"AS-C1-9"
"2050";596500;"OB2";1;201406;185;"AS";"C1";9;"AS-C1-9"
"2064";596906;"OB1";1;201407;286;"AS";"C1";9;"AS-C1-9"
"2074";597168;"OB2";1;201407;118;"AS";"C1";9;"AS-C1-9"
"2075";597211;"OB2";1;201407;417;"AS";"C1";9;"AS-C1-9"
"2085";597457;"OB1";1;201408;283;"AS";"C1";9;"AS-C1-9"
"2092";597581;"OB2";1;201408;244;"AS";"C1";9;"AS-C1-9"
"2100";597718;"OB2";1;201408;182;"AS";"C1";9;"AS-C1-9"
"2101";597728;"OB1";1;201408;247;"AS";"C1";9;"AS-C1-9"
"2116";597994;"OB1";1;201408;279;"AS";"C1";9;"AS-C1-9"
"2121";486283;"OB2";1;201309;124;"AS";"C1";9;"AS-C1-9"
"2122";486285;"OB1";1;201309;189;"AS";"C1";9;"AS-C1-9"
"2128";486418;"OB2";1;201309;334;"AS";"C1";9;"AS-C1-9"
"2154";486910;"OB2";1;201309;284;"AS";"C1";9;"AS-C1-9"
"2158";487177;"OB1";1;201310;94;"AS";"C1";9;"AS-C1-9"
"2162";487265;"OB2";1;201310;22;"AS";"C1";9;"AS-C1-9"
"2163";487272;"OB1";1;201310;302;"AS";"C1";9;"AS-C1-9"
"2179";487805;"OB1";2;201311;202;"AS";"C1";9;"AS-C1-9"
"2199";488480;"OB2";1;201312;225;"AS";"C1";9;"AS-C1-9"
"2201";488548;"OB1";1;201312;371;"AS";"C1";9;"AS-C1-9"
"2235";489282;"OB2";1;201401;206;"AS";"C1";9;"AS-C1-9"
"2246";489747;"OB2";1;201402;403;"AS";"C1";9;"AS-C1-9"
"2278";490617;"OB2";1;201403;142;"AS";"C1";9;"AS-C1-9"
"2289";490832;"OB1";1;201403;160;"AS";"C1";9;"AS-C1-9"
"2291";490895;"OB2";1;201403;367;"AS";"C1";9;"AS-C1-9"
"2315";491288;"OB1";1;201404;350;"AS";"C1";9;"AS-C1-9"
"2322";491557;"OB1";1;201404;263;"AS";"C1";9;"AS-C1-9"
"2325";491679;"OB2";1;201404;154;"AS";"C1";9;"AS-C1-9"
"2334";492002;"OB2";1;201405;365;"AS";"C1";9;"AS-C1-9"
"2336";492119;"OB2";1;201405;177;"AS";"C1";9;"AS-C1-9"
"2361";492640;"OB2";1;201406;445;"AS";"C1";9;"AS-C1-9"
"2362";492640;"OB2";NA;201406;0;"AS";"C1";9;"AS-C1-9"
"2370";492811;"OB1";1;201406;193;"AS";"C1";9;"AS-C1-9"
"2395";493209;"OB1";1;201407;319;"AS";"C1";9;"AS-C1-9"
"2397";493237;"OB2";1;201407;308;"AS";"C1";9;"AS-C1-9"
"2412";493606;"OB1";1;201408;55;"AS";"C1";9;"AS-C1-9"
"2418";493716;"OB2";1;201408;251;"AS";"C1";9;"AS-C1-9"
"2434";590131;"OB2";2;201309;243;"AS";"C1";9;"AS-C1-9"
"2437";590222;"OB1";1;201309;293;"AS";"C1";9;"AS-C1-9"
"2442";590335;"OB2";1;201309;232;"AS";"C1";9;"AS-C1-9"
"2454";590738;"OB1";1;201309;46;"AS";"C1";9;"AS-C1-9"
"2478";591344;"OB2";1;201310;304;"AS";"C1";9;"AS-C1-9"
"2490";591707;"OB2";1;201311;511;"AS";"C1";9;"AS-C1-9"
"2513";592239;"OB1";1;201312;281;"AS";"C1";9;"AS-C1-9"
"2532";592961;"OB2";1;201401;52;"AS";"C1";9;"AS-C1-9"
"2545";593200;"OB2";1;201401;69;"AS";"C1";9;"AS-C1-9"
"2546";593260;"OB2";1;201401;100;"AS";"C1";9;"AS-C1-9"
"2585";593958;"OB2";1;201402;332;"AS";"C1";9;"AS-C1-9"
"2595";594257;"OB2";1;201403;183;"AS";"C1";9;"AS-C1-9"
"2599";594340;"OB1";1;201403;343;"AS";"C1";9;"AS-C1-9"
"2615";594675;"OB2";1;201403;275;"AS";"C1";9;"AS-C1-9"
"2637";594981;"OB2";1;201404;98;"AS";"C1";9;"AS-C1-9"
"2653";595401;"OB2";1;201404;209;"AS";"C1";9;"AS-C1-9"
"2657";595572;"OB1";1;201405;168;"AS";"C1";9;"AS-C1-9"
"2686";596253;"OB2";1;201406;114;"AS";"C1";9;"AS-C1-9"
"2692";596329;"OB2";2;201406;323;"AS";"C1";9;"AS-C1-9"
"2725";596957;"OB1";1;201407;125;"AS";"C1";9;"AS-C1-9"
"2733";597170;"OB2";1;201407;217;"AS";"C1";9;"AS-C1-9"
"2734";597172;"OB2";1;201407;331;"AS";"C1";9;"AS-C1-9"
"2736";597198;"OB2";1;201407;220;"AS";"C1";9;"AS-C1-9"
"2742";597321;"OB1";1;201407;122;"AS";"C1";9;"AS-C1-9"
"2754";597582;"OB1";1;201408;80;"AS";"C1";9;"AS-C1-9"
"2762";597715;"OB2";1;201408;323;"AS";"C1";9;"AS-C1-9"
"2766";597790;"OB2";1;201408;149;"AS";"C1";9;"AS-C1-9"
"2771";597909;"OB2";1;201408;189;"AS";"C1";9;"AS-C1-9"
"2776";597950;"OB1";1;201408;285;"AS";"C1";9;"AS-C1-9"
"2789";486443;"OB1";1;201309;367;"AS";"C1";9;"AS-C1-9"
"2834";487469;"OB1";1;201310;347;"AS";"C1";9;"AS-C1-9"
"2835";487507;"OB1";1;201310;64;"AS";"C1";9;"AS-C1-9"
"2849";487874;"OB1";1;201311;292;"AS";"C1";9;"AS-C1-9"
"2872";488453;"OB2";1;201312;80;"AS";"C1";9;"AS-C1-9"
"2875";488478;"OB2";1;201312;169;"AS";"C1";9;"AS-C1-9"
"2913";489281;"OB1";1;201401;243;"AS";"C1";9;"AS-C1-9"
"2933";489748;"OB1";1;201402;212;"AS";"C1";9;"AS-C1-9"
"2942";490092;"OB2";1;201402;266;"AS";"C1";9;"AS-C1-9"
"2943";490093;"OB1";1;201402;307;"AS";"C1";9;"AS-C1-9"
"2988";490831;"OB2";1;201403;150;"AS";"C1";9;"AS-C1-9"
"2989";490845;"OB2";1;201403;157;"AS";"C1";9;"AS-C1-9"
"2990";490848;"OB1";1;201403;126;"AS";"C1";9;"AS-C1-9"
"3011";491308;"OB1";1;201404;161;"AS";"C1";9;"AS-C1-9"
"3027";491572;"OB1";1;201404;178;"AS";"C1";9;"AS-C1-9"
"3029";491682;"OB2";1;201404;245;"AS";"C1";9;"AS-C1-9"
"3074";492555;"OB1";1;201406;165;"AS";"C1";9;"AS-C1-9"
"3075";492564;"OB2";1;201406;160;"AS";"C1";9;"AS-C1-9"
"3092";492892;"OB1";1;201407;127;"AS";"C1";9;"AS-C1-9"
"3103";493083;"OB1";1;201407;351;"AS";"C1";9;"AS-C1-9"
"3105";493102;"OB2";1;201407;436;"AS";"C1";9;"AS-C1-9"
"3123";493586;"OB1";1;201408;300;"AS";"C1";9;"AS-C1-9"
"3124";493591;"OB1";1;201408;89;"AS";"C1";9;"AS-C1-9"
"3134";493804;"OB1";1;201408;139;"AS";"C1";9;"AS-C1-9"
"3152";494050;"OB1";1;201408;180;"AS";"C1";9;"AS-C1-9"
"3153";590035;"OB1";1;201309;156;"AS";"C1";9;"AS-C1-9"
"3156";590098;"OB2";1;201309;45;"AS";"C1";9;"AS-C1-9"
"3158";590132;"OB2";1;201309;203;"AS";"C1";9;"AS-C1-9"
"3163";590235;"OB2";1;201309;184;"AS";"C1";9;"AS-C1-9"
"3176";590471;"OB2";2;201309;177;"AS";"C1";9;"AS-C1-9"
"3177";590480;"OB2";1;201309;46;"AS";"C1";9;"AS-C1-9"
"3194";590987;"OB2";1;201310;103;"AS";"C1";9;"AS-C1-9"
"3231";592177;"OB2";1;201312;280;"AS";"C1";9;"AS-C1-9"
"3235";592219;"OB2";1;201312;93;"AS";"C1";9;"AS-C1-9"
"3239";592311;"OB1";1;201312;196;"AS";"C1";9;"AS-C1-9"
"3298";593676;"OB1";1;201402;164;"AS";"C1";9;"AS-C1-9"
"3314";594088;"OB2";1;201403;192;"AS";"C1";9;"AS-C1-9"
"3328";594468;"OB2";1;201403;129;"AS";"C1";9;"AS-C1-9"
"3329";594470;"OB1";1;201403;262;"AS";"C1";9;"AS-C1-9"
"3330";594471;"OB1";1;201403;260;"AS";"C1";9;"AS-C1-9"
"3336";594634;"OB1";1;201403;342;"AS";"C1";9;"AS-C1-9"
"3342";594790;"OB2";NA;201404;0;"AS";"C1";9;"AS-C1-9"
"3352";594986;"OB1";1;201404;386;"AS";"C1";9;"AS-C1-9"
"3365";595143;"OB1";1;201404;189;"AS";"C1";9;"AS-C1-9"
"3378";595400;"OB2";1;201404;171;"AS";"C1";9;"AS-C1-9"
"3391";595747;"OB1";1;201405;407;"AS";"C1";9;"AS-C1-9"
"3397";595904;"OB2";1;201405;166;"AS";"C1";9;"AS-C1-9"
"3437";596507;"OB2";1;201406;207;"AS";"C1";9;"AS-C1-9"
"3439";596619;"OB2";1;201406;324;"AS";"C1";9;"AS-C1-9"
"3448";596910;"OB1";1;201407;80;"AS";"C1";9;"AS-C1-9"
"3460";597153;"OB2";1;201407;113;"AS";"C1";9;"AS-C1-9"
"3461";597155;"OB2";1;201407;276;"AS";"C1";9;"AS-C1-9"
"3476";597457;"OB2";NA;201408;0;"AS";"C1";9;"AS-C1-9"
"3486";597650;"OB2";1;201408;190;"AS";"C1";9;"AS-C1-9"
"3489";597723;"OB2";1;201408;367;"AS";"C1";9;"AS-C1-9"
"3495";597770;"OB1";1;201408;94;"AS";"C1";9;"AS-C1-9"
"3507";597974;"OB2";1;201408;127;"AS";"C1";9;"AS-C1-9"
"3537";486658;"OB1";1;201309;208;"AS";"C1";9;"AS-C1-9"
"3549";486969;"OB1";1;201310;240;"AS";"C1";9;"AS-C1-9"
"3558";487264;"OB1";1;201310;357;"AS";"C1";9;"AS-C1-9"
"3577";487504;"OB2";1;201310;172;"AS";"C1";9;"AS-C1-9"
"3578";487506;"OB2";1;201310;219;"AS";"C1";9;"AS-C1-9"
"3583";487686;"OB1";1;201311;317;"AS";"C1";9;"AS-C1-9"
"3588";487910;"OB1";1;201311;295;"AS";"C1";9;"AS-C1-9"
"3589";487920;"OB2";1;201311;310;"AS";"C1";9;"AS-C1-9"
"3679";490058;"OB1";1;201402;65;"AS";"C1";9;"AS-C1-9"
"3680";490091;"OB1";1;201402;98;"AS";"C1";9;"AS-C1-9"
"3712";490707;"OB1";1;201403;274;"AS";"C1";9;"AS-C1-9"
"3731";491142;"OB1";1;201404;170;"AS";"C1";9;"AS-C1-9"
"3742";491682;"OB2";2;201404;74;"AS";"C1";9;"AS-C1-9"
"3755";492004;"OB2";1;201405;237;"AS";"C1";9;"AS-C1-9"
"3756";492019;"OB2";1;201405;179;"AS";"C1";9;"AS-C1-9"
"3761";492118;"OB1";1;201405;340;"AS";"C1";9;"AS-C1-9"
"3781";492554;"OB1";1;201406;204;"AS";"C1";9;"AS-C1-9"
"3783";492563;"OB2";1;201406;143;"AS";"C1";9;"AS-C1-9"
"3785";492641;"OB1";1;201406;259;"AS";"C1";9;"AS-C1-9"
"3801";492863;"OB1";1;201406;69;"AS";"C1";9;"AS-C1-9"
"3823";493208;"OB1";1;201407;297;"AS";"C1";9;"AS-C1-9"
"3851";493717;"OB1";1;201408;299;"AS";"C1";9;"AS-C1-9"
"3860";493812;"OB2";1;201408;173;"AS";"C1";9;"AS-C1-9"
"3884";590034;"OB2";1;201309;115;"AS";"C1";9;"AS-C1-9"
"3898";590264;"OB2";1;201309;208;"AS";"C1";9;"AS-C1-9"
"3899";590267;"OB1";1;201309;127;"AS";"C1";9;"AS-C1-9"
"3906";590440;"OB1";1;201309;229;"AS";"C1";9;"AS-C1-9"
"3909";590471;"OB1";1;201309;359;"AS";"C1";9;"AS-C1-9"
"3914";590600;"OB2";1;201309;280;"AS";"C1";9;"AS-C1-9"
"3919";590767;"OB2";1;201310;273;"AS";"C1";9;"AS-C1-9"
"3940";591345;"OB1";1;201310;368;"AS";"C1";9;"AS-C1-9"
"3950";591494;"OB2";1;201311;298;"AS";"C1";9;"AS-C1-9"
"3980";592215;"OB1";1;201312;250;"AS";"C1";9;"AS-C1-9"
"4000";592686;"OB1";1;201312;199;"AS";"C1";9;"AS-C1-9"
"4034";593422;"OB1";1;201401;114;"AS";"C1";9;"AS-C1-9"
"4047";593724;"OB1";NA;201402;0;"AS";"C1";9;"AS-C1-9"
"4060";594089;"OB2";2;201403;404;"AS";"C1";9;"AS-C1-9"
"4082";594635;"OB2";1;201403;162;"AS";"C1";9;"AS-C1-9"
"4090";594790;"OB2";1;201404;107;"AS";"C1";9;"AS-C1-9"
"4124";595404;"OB1";1;201404;95;"AS";"C1";9;"AS-C1-9"
"4138";595678;"OB1";1;201405;64;"AS";"C1";9;"AS-C1-9"
"4155";596252;"OB2";1;201406;177;"AS";"C1";9;"AS-C1-9"
"4165";596599;"OB2";1;201406;245;"AS";"C1";9;"AS-C1-9"
"4204";597317;"OB2";1;201407;83;"AS";"C1";9;"AS-C1-9"
"4222";597578;"OB1";1;201408;122;"AS";"C1";9;"AS-C1-9"
"4228";597725;"OB1";1;201408;329;"AS";"C1";9;"AS-C1-9"
"4233";597791;"OB2";1;201408;96;"AS";"C1";9;"AS-C1-9"
"4243";597992;"OB1";1;201408;195;"AS";"C1";9;"AS-C1-9"
"4249";486303;"OB2";1;201309;117;"AS";"C1";9;"AS-C1-9"
"4250";486320;"OB1";1;201309;262;"AS";"C1";9;"AS-C1-9"
"4256";486423;"OB2";1;201309;50;"AS";"C1";9;"AS-C1-9"
"4271";486664;"OB1";1;201309;47;"AS";"C1";9;"AS-C1-9"
"4288";487081;"OB1";1;201310;315;"AS";"C1";9;"AS-C1-9"
"4294";487263;"OB2";1;201310;320;"AS";"C1";9;"AS-C1-9"
"4304";487476;"OB2";1;201310;212;"AS";"C1";9;"AS-C1-9"
"4314";487805;"OB2";1;201311;76;"AS";"C1";9;"AS-C1-9"
"4333";488249;"OB2";1;201311;106;"AS";"C1";9;"AS-C1-9"
"4334";488250;"OB2";1;201311;149;"AS";"C1";9;"AS-C1-9"
"4339";488415;"OB2";1;201312;115;"AS";"C1";9;"AS-C1-9"
"4345";488550;"OB2";1;201312;286;"AS";"C1";9;"AS-C1-9"
"4352";488693;"OB1";1;201312;415;"AS";"C1";9;"AS-C1-9"
"4360";488945;"OB2";1;201401;214;"AS";"C1";9;"AS-C1-9"
"4415";490296;"OB1";1;201402;237;"AS";"C1";9;"AS-C1-9"
"4429";490567;"OB2";1;201403;192;"AS";"C1";9;"AS-C1-9"
"4431";490616;"OB1";1;201403;259;"AS";"C1";9;"AS-C1-9"
"4437";490799;"OB1";1;201403;280;"AS";"C1";9;"AS-C1-9"
"4438";490830;"OB1";1;201403;147;"AS";"C1";9;"AS-C1-9"
"4445";490965;"OB2";1;201403;198;"AS";"C1";9;"AS-C1-9"
